Date,Value,ChangePercentMonth,ChangePercentYear
1972-07,41.9,0.0048,0.0295
1972-08,42.0,0.0024,0.0294
1972-09,42.1,0.0024,0.0319
1972-10,42.3,0.0048,0.0342
1972-11,42.4,0.0024,0.0367
1972-12,42.5,0.0024,0.0341
1973-01,42.6,0.0024,0.0365
1973-02,42.9,0.007,0.0387
1973-03,43.3,0.0093,0.0459
1973-04,43.6,0.0069,0.0506
1973-05,43.9,0.0069,0.0553
1973-06,44.2,0.0068,0.06
1973-07,44.3,0.0023,0.0573
1973-08,45.1,0.0181,0.0738
1973-09,45.2,0.0022,0.0736
1973-10,45.6,0.0088,0.078
1973-11,45.9,0.0066,0.0825
1973-12,46.2,0.0065,0.0871
